"Gene","miRNA","Drug"
"ADORA2A","hsa-mir-561","caffeine"
"ADORA2A","hsa-mir-561","methotrexate"
"ADORA2A","hsa-mir-561","theophylline"
"ADORA2A","hsa-mir-561","adenosine"
"ADRA1B","hsa-mir-6824","prazosin"
"ADRA1B","hsa-mir-6824","norepinephrine"
"ADRA1D","hsa-mir-4662a","methotrexate"
"ADRB1","hsa-mir-421","acebutolol"
"ADRB1","hsa-mir-421","epinephrine"
"ADRB1","hsa-mir-421","atenolol"
"ADRB1","hsa-mir-421","atropine"
"ADRB1","hsa-mir-421","carvedilol"
"ADRB1","hsa-mir-421","metoprolol"
"ADRB3","hsa-mir-3198-2","olanzapine"
"AICDA","hsa-mir-4482","gemcitabine"
"AKT3","hsa-mir-6503","docetaxel"
"ALDH9A1","hsa-mir-4756","glycine"
"AMPD3","hsa-mir-760","adenosine"
"AMPD3","hsa-mir-1-2","adenosine"
"AMT","hsa-mir-196b","methotrexate"
"APAF1","hsa-mir-330","cisplatin"
"APAF1","hsa-mir-330","docetaxel"
"APC","hsa-mir-1287","paclitaxel"
"APC","hsa-mir-1287","leucovorin"
"APC","hsa-mir-151a","paclitaxel"
"APC","hsa-mir-151a","leucovorin"
"APLN","hsa-mir-548d-1","estradiol"
"APLN","hsa-mir-548d-1","estrone"
"APP","hsa-mir-6510","methotrexate"
"APP","hsa-mir-6510","epinephrine"
"ARG1","hsa-let-7c","salbutamol"
"ARG1","hsa-let-7c","budesonide"
"ARG1","hsa-mir-24-2","salbutamol"
"ARG1","hsa-mir-24-2","budesonide"
"ARRB2","hsa-mir-376b","isoproterenol"
"ARRB2","hsa-mir-376b","methadone"
"ASPH","hsa-mir-526b","glucose"
"ASPH","hsa-mir-26a-1","glucose"
"ATF1","hsa-mir-942","methotrexate"
"ATF1","hsa-mir-1914","methotrexate"
"ATF1","hsa-mir-939","methotrexate"
"ATP7A","hsa-mir-29a","oxaliplatin"
"ATP7A","hsa-mir-29a","docetaxel"
"ATP7A","hsa-mir-29a","thalidomide"
"ATP7A","hsa-mir-29a","cisplatin"
"BAAT","hsa-mir-24-2","glycine"
"BAAT","hsa-let-7c","glycine"
"BAX","hsa-mir-769","cisplatin"
"BAX","hsa-mir-769","methotrexate"
"BAX","hsa-mir-769","tacrolimus"
"BAX","hsa-mir-769","gemcitabine"
"BCL2","hsa-mir-425","mitomycin"
"BCL2","hsa-mir-425","tamoxifen"
"BCL2","hsa-mir-425","gemcitabine"
"BCL2","hsa-mir-425","fludarabine"
"BCL2","hsa-mir-425","vincristine"
"BCL2","hsa-mir-425","etoposide"
"BCL2","hsa-mir-425","docetaxel"
"BCL2","hsa-mir-425","doxorubicin"
"BCL2","hsa-mir-425","busulfan"
"BCL2","hsa-mir-425","topotecan"
"BCL2","hsa-mir-425","tacrolimus"
"BCL2","hsa-mir-425","cytarabine"
"BCL2","hsa-mir-425","cisplatin"
"BCL2","hsa-mir-425","cyclophosphamide"
"BCL2","hsa-mir-425","imatinib"
"BCL2","hsa-mir-425","paclitaxel"
"BCL2","hsa-mir-1248","mitomycin"
"BCL2","hsa-mir-1248","tamoxifen"
"BCL2","hsa-mir-1248","gemcitabine"
"BCL2","hsa-mir-1248","fludarabine"
"BCL2","hsa-mir-1248","vincristine"
"BCL2","hsa-mir-1248","etoposide"
"BCL2","hsa-mir-1248","docetaxel"
"BCL2","hsa-mir-1248","doxorubicin"
"BCL2","hsa-mir-1248","busulfan"
"BCL2","hsa-mir-1248","topotecan"
"BCL2","hsa-mir-1248","tacrolimus"
"BCL2","hsa-mir-1248","cytarabine"
"BCL2","hsa-mir-1248","cisplatin"
"BCL2","hsa-mir-1248","cyclophosphamide"
"BCL2","hsa-mir-1248","imatinib"
"BCL2","hsa-mir-1248","paclitaxel"
"BECN1","hsa-mir-23a","cisplatin"
"BEST3","hsa-mir-149","salbutamol"
"BID","hsa-mir-19a","cisplatin"
"BMF","hsa-mir-6833","paclitaxel"
"BMI1","hsa-mir-6882","doxorubicin"
"BMI1","hsa-mir-6882","methotrexate"
"BMI1","hsa-mir-6882","cisplatin"
"BNIP3","hsa-mir-628","busulfan"
"BRCA1","hsa-mir-5695","mifepristone"
"BRCA1","hsa-mir-5695","tamoxifen"
"BRCA2","hsa-mir-579","tamoxifen"
"BRCA2","hsa-mir-579","docetaxel"
"BRCA2","hsa-mir-579","cisplatin"
"BRCA2","hsa-mir-425","tamoxifen"
"BRCA2","hsa-mir-425","docetaxel"
"BRCA2","hsa-mir-425","cisplatin"
"BRCA2","hsa-mir-215","tamoxifen"
"BRCA2","hsa-mir-215","docetaxel"
"BRCA2","hsa-mir-215","cisplatin"
"BRCA2","hsa-mir-191","tamoxifen"
"BRCA2","hsa-mir-191","docetaxel"
"BRCA2","hsa-mir-191","cisplatin"
"CABIN1","hsa-let-7d","tacrolimus"
"CABIN1","hsa-mir-6734","tacrolimus"
"CABIN1","hsa-mir-4772","tacrolimus"
"CALM3","hsa-mir-769","glucose"
"CALM3","hsa-mir-769","tetrahydrobiopterin"
"CALM3","hsa-mir-769","tacrolimus"
"CALR","hsa-mir-342","tacrolimus"
"CARM1","hsa-mir-466","estradiol"
"CARM1","hsa-mir-466","estrone"
"CARM1","hsa-mir-16-2","estradiol"
"CARM1","hsa-mir-16-2","estrone"
"CARM1","hsa-mir-16-1","estradiol"
"CARM1","hsa-mir-16-1","estrone"
"CASP6","hsa-mir-576","celecoxib"
"CAT","hsa-mir-484","doxorubicin"
"CCL2","hsa-mir-6501","prednisolone"
"CCNA2","hsa-mir-4658","celecoxib"
"CCNA2","hsa-mir-576","celecoxib"
"CCNA2","hsa-mir-23a","celecoxib"
"CCNB1","hsa-mir-452","letrozole"
"CCNB1","hsa-mir-452","estradiol"
"CCNB1","hsa-mir-452","progesterone"
"CCNB1","hsa-mir-452","estrone"
"CCNB1","hsa-mir-452","celecoxib"
"CCNG1","hsa-mir-6821","doxorubicin"
"CDC25A","hsa-mir-4786","ibuprofen"
"CDC25B","hsa-mir-212","ibuprofen"
"CDC25C","hsa-mir-424","progesterone"
"CDC25C","hsa-mir-424","ibuprofen"
"CDH1","hsa-mir-151b","estrone"
"CDH1","hsa-mir-151b","estradiol"
"CDH1","hsa-mir-141","estrone"
"CDH1","hsa-mir-141","estradiol"
"CDK4","hsa-mir-3174","cisplatin"
"CDK4","hsa-mir-3174","doxorubicin"
"CDK5R1","hsa-mir-326","dopamine"
"CDK6","hsa-mir-452","cisplatin"
"CDKN1B","hsa-mir-221","tamoxifen"
"CDKN1B","hsa-mir-221","ibuprofen"
"CDKN1B","hsa-mir-221","pravastatin"
"CDKN1B","hsa-mir-221","celecoxib"
"CDKN1B","hsa-mir-221","gemcitabine"
"CDKN1B","hsa-mir-221","metformin"
"CDKN1B","hsa-mir-221","docetaxel"
"CHEK1","hsa-mir-492","thalidomide"
"CHN1","hsa-mir-3926-1","tacrolimus"
"CHRM1","hsa-mir-3065","clozapine"
"CHRM5","hsa-mir-200c","clozapine"
"CHRNA3","hsa-mir-5000","acetylcholine"
"CHRNA7","hsa-mir-4638","acetylcholine"
"CHRNB2","hsa-mir-1538","bupropion"
"CHRNB2","hsa-mir-1538","galantamine"
"CHRNB2","hsa-mir-3126","bupropion"
"CHRNB2","hsa-mir-3126","galantamine"
"CLU","hsa-mir-6854","gemcitabine"
"CNOT8","hsa-mir-19b-1","methotrexate"
"CNR1","hsa-mir-16-1","cocaine"
"CNR1","hsa-mir-374b","cocaine"
"CPLX1","hsa-mir-889","dopamine"
"CPOX","hsa-mir-5091","glycine"
"CREB1","hsa-mir-140","methotrexate"
"CREB1","hsa-mir-140","fluoxetine"
"CREB1","hsa-mir-140","sertraline"
"CREB1","hsa-mir-140","glucose"
"CREB1","hsa-mir-140","fluvoxamine"
"CREB1","hsa-mir-140","citalopram"
"CREB1","hsa-mir-140","paroxetine"
"CREB1","hsa-mir-26b","methotrexate"
"CREB1","hsa-mir-26b","fluoxetine"
"CREB1","hsa-mir-26b","sertraline"
"CREB1","hsa-mir-26b","glucose"
"CREB1","hsa-mir-26b","fluvoxamine"
"CREB1","hsa-mir-26b","citalopram"
"CREB1","hsa-mir-26b","paroxetine"
"CREBBP","hsa-mir-940","dexamethasone"
"CREBBP","hsa-mir-940","imatinib"
"CREBBP","hsa-mir-940","estrone"
"CREBBP","hsa-mir-940","estradiol"
"CREBBP","hsa-mir-940","tacrolimus"
"CRKL","hsa-mir-4802","chloroquine"
"CRKL","hsa-mir-4802","imatinib"
"CRKL","hsa-mir-6734","chloroquine"
"CRKL","hsa-mir-6734","imatinib"
"CSNK1A1","hsa-mir-214","tacrolimus"
"CSNK2A1","hsa-mir-548v","tacrolimus"
"CSNK2A1","hsa-mir-548v","colchicine"
"CSNK2A1","hsa-mir-548v","dopamine"
"CSNK2A1","hsa-mir-151a","tacrolimus"
"CSNK2A1","hsa-mir-151a","colchicine"
"CSNK2A1","hsa-mir-151a","dopamine"
"CTSK","hsa-mir-584","letrozole"
"CTSK","hsa-mir-150","letrozole"
"CUL4B","hsa-mir-5683","methotrexate"
"CYCS","hsa-mir-23c","doxorubicin"
"CYP19A1","hsa-mir-5091","estradiol"
"CYP19A1","hsa-mir-5091","letrozole"
"CYP19A1","hsa-mir-5091","glibenclamide"
"CYP19A1","hsa-mir-5091","methadone"
"CYP19A1","hsa-mir-5091","anastrozole"
"CYP19A1","hsa-mir-5091","testosterone"
"CYP19A1","hsa-mir-5091","estrone"
"CYP19A1","hsa-mir-5091","progesterone"
"CYP1A1","hsa-mir-199b","ibuprofen"
"CYP1A1","hsa-mir-199b","prednisolone"
"CYP1A1","hsa-mir-199b","estradiol"
"CYP1A1","hsa-mir-199b","pravastatin"
"CYP1A1","hsa-mir-199b","loperamide"
"CYP1A1","hsa-mir-199b","testosterone"
"CYP1A1","hsa-mir-1915","ibuprofen"
"CYP1A1","hsa-mir-1915","prednisolone"
"CYP1A1","hsa-mir-1915","estradiol"
"CYP1A1","hsa-mir-1915","pravastatin"
"CYP1A1","hsa-mir-1915","loperamide"
"CYP1A1","hsa-mir-1915","testosterone"
"CYP46A1","hsa-mir-199b","progesterone"
"CYP46A1","hsa-mir-199b","estrone"
"CYP46A1","hsa-mir-199a-2","progesterone"
"CYP46A1","hsa-mir-199a-2","estrone"
"CYP7A1","hsa-mir-1247","atorvastatin"
"CYP7A1","hsa-mir-1247","estrone"
"CYP7A1","hsa-mir-1247","progesterone"
"CYP7A1","hsa-mir-1247","glycine"
"DBH","hsa-mir-6820","dopamine"
"DBH","hsa-mir-6820","bupropion"
"DBH","hsa-mir-6820","tetrahydrobiopterin"
"DBH","hsa-mir-6820","disulfiram"
"DBH","hsa-mir-6820","norepinephrine"
"DCLRE1B","hsa-mir-197","thalidomide"
"DCLRE1B","hsa-mir-6806","thalidomide"
"DCLRE1B","hsa-mir-423","thalidomide"
"DCLRE1B","hsa-mir-659","thalidomide"
"DCN","hsa-mir-33a","letrozole"
"DCTD","hsa-mir-338","cytarabine"
"DCTD","hsa-mir-338","gemcitabine"
"DDIT3","hsa-mir-32","celecoxib"
"DFFB","hsa-mir-223","ibuprofen"
"DFFB","hsa-mir-4666a","ibuprofen"
"DHFR","hsa-mir-582","ibuprofen"
"DHFR","hsa-mir-582","glycine"
"DHFR","hsa-mir-582","cisplatin"
"DHFR","hsa-mir-582","methotrexate"
"DHFR","hsa-mir-4755","ibuprofen"
"DHFR","hsa-mir-4755","glycine"
"DHFR","hsa-mir-4755","cisplatin"
"DHFR","hsa-mir-4755","methotrexate"
"DPYSL2","hsa-mir-5002","methotrexate"
"DRD1","hsa-mir-3934","cocaine"
"DRD1","hsa-mir-3934","clozapine"
"DRD1","hsa-mir-3934","olanzapine"
"DRD1","hsa-mir-3934","dopamine"
"DUSP1","hsa-mir-323b","dexamethasone"
"DUSP1","hsa-mir-323b","salbutamol"
"DUSP1","hsa-mir-323b","prednisolone"
"DUSP1","hsa-mir-323b","letrozole"
"DUSP1","hsa-mir-323b","beclomethasone"
"E2F6","hsa-mir-376a-1","cisplatin"
"E2F6","hsa-mir-376a-1","doxorubicin"
"EBF3","hsa-mir-3170","cisplatin"
"EDN1","hsa-mir-659","glucose"
"EDN1","hsa-mir-659","tacrolimus"
"EFNB2","hsa-mir-195","methotrexate"
"EFNB2","hsa-mir-6777","methotrexate"
"EIF4A1","hsa-mir-187","methotrexate"
"ELK1","hsa-mir-3913-2","tacrolimus"
"ELK1","hsa-mir-532","tacrolimus"
"EPC2","hsa-mir-500b","gemcitabine"
"EPC2","hsa-mir-128-1","gemcitabine"
"EPHA2","hsa-mir-4715","cisplatin"
"ERBB4","hsa-mir-200c","doxorubicin"
"ERBB4","hsa-mir-1976","doxorubicin"
"ERCC1","hsa-mir-769","cyclophosphamide"
"ERCC1","hsa-mir-769","leucovorin"
"ERCC1","hsa-mir-769","irinotecan"
"ERCC1","hsa-mir-769","cisplatin"
"ERCC1","hsa-mir-769","oxaliplatin"
"ERCC1","hsa-mir-769","gemcitabine"
"ERCC4","hsa-mir-5695","topotecan"
"ERCC4","hsa-mir-5695","paclitaxel"
"ERCC4","hsa-mir-5695","etoposide"
"ERCC4","hsa-mir-5695","docetaxel"
"ERCC4","hsa-mir-5695","doxorubicin"
"ERCC4","hsa-mir-5695","cyclophosphamide"
"ERCC4","hsa-mir-5695","cisplatin"
"ERCC4","hsa-mir-342","topotecan"
"ERCC4","hsa-mir-342","paclitaxel"
"ERCC4","hsa-mir-342","etoposide"
"ERCC4","hsa-mir-342","docetaxel"
"ERCC4","hsa-mir-342","doxorubicin"
"ERCC4","hsa-mir-342","cyclophosphamide"
"ERCC4","hsa-mir-342","cisplatin"
"ERCC5","hsa-mir-28","cisplatin"
"ERCC6","hsa-mir-6762","thalidomide"
"ESRRG","hsa-mir-4461","fenofibrate"
"F2","hsa-mir-24-2","estradiol"
"F2","hsa-mir-24-2","argatroban"
"F2","hsa-mir-24-2","estrone"
"F2","hsa-mir-24-2","aspirin"
"F2","hsa-mir-24-2","epinephrine"
"F2","hsa-let-7c","estradiol"
"F2","hsa-let-7c","argatroban"
"F2","hsa-let-7c","estrone"
"F2","hsa-let-7c","aspirin"
"F2","hsa-let-7c","epinephrine"
"FASLG","hsa-mir-4461","tacrolimus"
"FDPS","hsa-mir-5581","alendronate"
"FDPS","hsa-mir-5581","risedronate"
"FDPS","hsa-mir-5581","pamidronate"
"FDPS","hsa-mir-5581","raloxifene"
"FGB","hsa-mir-16-1","pravastatin"
"FGB","hsa-mir-4664","pravastatin"
"FGB","hsa-mir-16-2","pravastatin"
"FKBP1A","hsa-mir-329-2","dopamine"
"FKBP1A","hsa-mir-329-2","tacrolimus"
"FKBP1A","hsa-mir-329-2","colchicine"
"FKBP5","hsa-mir-4668","mirtazapine"
"FKBP5","hsa-mir-4668","venlafaxine"
"FKBP5","hsa-mir-4668","desipramine"
"FKBP5","hsa-mir-4668","prednisolone"
"FKBP5","hsa-mir-4668","citalopram"
"FKBP5","hsa-mir-4668","fluoxetine"
"FKBP5","hsa-mir-744","mirtazapine"
"FKBP5","hsa-mir-744","venlafaxine"
"FKBP5","hsa-mir-744","desipramine"
"FKBP5","hsa-mir-744","prednisolone"
"FKBP5","hsa-mir-744","citalopram"
"FKBP5","hsa-mir-744","fluoxetine"
"FLNA","hsa-mir-374b","methotrexate"
"FLT3","hsa-mir-411","cytarabine"
"FLT3","hsa-mir-411","mitoxantrone"
"FLT3","hsa-mir-411","vincristine"
"FLT3","hsa-mir-411","etoposide"
"FLT3","hsa-mir-411","imatinib"
"FLT3","hsa-mir-5004","cytarabine"
"FLT3","hsa-mir-5004","mitoxantrone"
"FLT3","hsa-mir-5004","vincristine"
"FLT3","hsa-mir-5004","etoposide"
"FLT3","hsa-mir-5004","imatinib"
"FOSL1","hsa-mir-1915","tacrolimus"
"FOXO3","hsa-mir-1-2","etoposide"
"FOXO3","hsa-mir-1-2","paclitaxel"
"FOXO3","hsa-mir-1-2","doxorubicin"
"FOXO3","hsa-mir-1-2","imatinib"
"FOXP1","hsa-mir-1301","doxorubicin"
"FZD6","hsa-mir-6806","methotrexate"
"GABRB2","hsa-mir-508","diazepam"
"GABRB2","hsa-mir-508","temazepam"
"GABRB2","hsa-mir-508","midazolam"
"GABRB2","hsa-mir-508","clonazepam"
"GABRB2","hsa-mir-508","flumazenil"
"GABRB2","hsa-mir-508","clobazam"
"GABRB2","hsa-mir-508","alprazolam"
"GABRB2","hsa-mir-508","triazolam"
"GABRB2","hsa-mir-508","lorazepam"
"GABRB2","hsa-mir-508","quazepam"
"GABRB2","hsa-mir-508","bromazepam"
"GABRB2","hsa-mir-508","flurazepam"
"GABRB2","hsa-mir-508","flunitrazepam"
"GABRB2","hsa-mir-508","nitrazepam"
"GABRB2","hsa-mir-508","chlordiazepoxide"
"GABRB2","hsa-mir-508","estazolam"
"GABRB2","hsa-mir-767","diazepam"
"GABRB2","hsa-mir-767","temazepam"
"GABRB2","hsa-mir-767","midazolam"
"GABRB2","hsa-mir-767","clonazepam"
"GABRB2","hsa-mir-767","flumazenil"
"GABRB2","hsa-mir-767","clobazam"
"GABRB2","hsa-mir-767","alprazolam"
"GABRB2","hsa-mir-767","triazolam"
"GABRB2","hsa-mir-767","lorazepam"
"GABRB2","hsa-mir-767","quazepam"
"GABRB2","hsa-mir-767","bromazepam"
"GABRB2","hsa-mir-767","flurazepam"
"GABRB2","hsa-mir-767","flunitrazepam"
"GABRB2","hsa-mir-767","nitrazepam"
"GABRB2","hsa-mir-767","chlordiazepoxide"
"GABRB2","hsa-mir-767","estazolam"
"GADD45A","hsa-mir-378c","ibuprofen"
"GADD45A","hsa-mir-378a","ibuprofen"
"GALNT7","hsa-mir-4657","methotrexate"
"GAPDH","hsa-mir-6514","estrone"
"GAPDH","hsa-mir-6514","estradiol"
"GAPDH","hsa-mir-3942","estrone"
"GAPDH","hsa-mir-3942","estradiol"
"GAPDH","hsa-mir-203a","estrone"
"GAPDH","hsa-mir-203a","estradiol"
"GBF1","hsa-mir-6837","methotrexate"
"GEM","hsa-mir-6509","letrozole"
"GIT1","hsa-mir-423","cytarabine"
"GJA1","hsa-mir-3678","cisplatin"
"GJA1","hsa-mir-3678","methotrexate"
"GJA1","hsa-mir-6806","cisplatin"
"GJA1","hsa-mir-6806","methotrexate"
"GNAI2","hsa-mir-605","salmeterol"
"GNAI3","hsa-mir-6087","salmeterol"
"GNAI3","hsa-mir-197","salmeterol"
"GNAS","hsa-mir-376b","methylprednisolone"
"GNAS","hsa-mir-376b","triamcinolone"
"GNAS","hsa-mir-376b","prednisone"
"GNAS","hsa-mir-376b","sibutramine"
"GNAS","hsa-mir-376b","dexamethasone"
"GNAS","hsa-mir-376b","isoproterenol"
"GNAS","hsa-mir-376b","hydrocortisone"
"GNAS","hsa-mir-376b","epinephrine"
"GNAS","hsa-mir-376b","budesonide"
"GNAS","hsa-mir-376b","salmeterol"
"GNAS","hsa-mir-376b","beclomethasone"
"GNAS","hsa-mir-376b","prednisolone"
"GNAS","hsa-mir-376b","flunisolide"
"GNAS","hsa-mir-376b","desonide"
"GNAS","hsa-mir-376b","dopamine"
"GNAS","hsa-mir-376b","progesterone"
"GNAS","hsa-mir-376b","glucose"
"GNAS","hsa-mir-376b","cisplatin"
"GNB1","hsa-mir-1537","hydrocortisone"
"GNB1","hsa-mir-1537","dexamethasone"
"GNB1","hsa-mir-1537","prednisone"
"GNB1","hsa-mir-1537","flunisolide"
"GNB1","hsa-mir-1537","dopamine"
"GNB1","hsa-mir-1537","aspirin"
"GNB1","hsa-mir-1537","glucose"
"GNB1","hsa-mir-1537","triamcinolone"
"GNB1","hsa-mir-1537","budesonide"
"GNB1","hsa-mir-1537","desonide"
"GNB1","hsa-mir-1537","progesterone"
"GNB1","hsa-mir-1537","beclomethasone"
"GNB1","hsa-mir-1537","methylprednisolone"
"GNB1","hsa-mir-1537","prednisolone"
"GNB1","hsa-mir-676","hydrocortisone"
"GNB1","hsa-mir-676","dexamethasone"
"GNB1","hsa-mir-676","prednisone"
"GNB1","hsa-mir-676","flunisolide"
"GNB1","hsa-mir-676","dopamine"
"GNB1","hsa-mir-676","aspirin"
"GNB1","hsa-mir-676","glucose"
"GNB1","hsa-mir-676","triamcinolone"
"GNB1","hsa-mir-676","budesonide"
"GNB1","hsa-mir-676","desonide"
"GNB1","hsa-mir-676","progesterone"
"GNB1","hsa-mir-676","beclomethasone"
"GNB1","hsa-mir-676","methylprednisolone"
"GNB1","hsa-mir-676","prednisolone"
"GNG10","hsa-mir-186","methotrexate"
"GPX2","hsa-mir-4787","cisplatin"
"GRM1","hsa-mir-605","dopamine"
"GSK3B","hsa-mir-548o-2","fluoxetine"
"GSK3B","hsa-mir-548o-2","imatinib"
"GSK3B","hsa-mir-548o-2","tacrolimus"
"GSK3B","hsa-mir-548o-2","glucose"
"GSK3B","hsa-mir-548o-2","citalopram"
"GTF2B","hsa-mir-186","beclomethasone"
"GTF2B","hsa-mir-186","triamcinolone"
"GTF2B","hsa-mir-186","hydrocortisone"
"GTF2B","hsa-mir-186","budesonide"
"GTF2B","hsa-mir-186","methylprednisolone"
"GTF2B","hsa-mir-186","prednisone"
"GTF2B","hsa-mir-186","desonide"
"GTF2B","hsa-mir-186","flunisolide"
"GTF2B","hsa-mir-186","dexamethasone"
"GTF2B","hsa-mir-186","prednisolone"
"GTF2B","hsa-mir-197","beclomethasone"
"GTF2B","hsa-mir-197","triamcinolone"
"GTF2B","hsa-mir-197","hydrocortisone"
"GTF2B","hsa-mir-197","budesonide"
"GTF2B","hsa-mir-197","methylprednisolone"
"GTF2B","hsa-mir-197","prednisone"
"GTF2B","hsa-mir-197","desonide"
"GTF2B","hsa-mir-197","flunisolide"
"GTF2B","hsa-mir-197","dexamethasone"
"GTF2B","hsa-mir-197","prednisolone"
"GTF2E1","hsa-mir-543","dexamethasone"
"GTF2E1","hsa-mir-543","prednisolone"
"GTF2E1","hsa-mir-543","desonide"
"GTF2E1","hsa-mir-543","beclomethasone"
"GTF2E1","hsa-mir-543","methylprednisolone"
"GTF2E1","hsa-mir-543","flunisolide"
"GTF2E1","hsa-mir-543","estrone"
"GTF2E1","hsa-mir-543","triamcinolone"
"GTF2E1","hsa-mir-543","hydrocortisone"
"GTF2E1","hsa-mir-543","prednisone"
"GTF2E1","hsa-mir-543","estradiol"
"GTF2E1","hsa-mir-543","budesonide"
"HAT1","hsa-mir-518e","methotrexate"
"HDAC4","hsa-mir-140","methotrexate"
"HIC2","hsa-mir-3909","methotrexate"
"HMGCR","hsa-mir-224","fluvastatin"
"HMGCR","hsa-mir-224","metoprolol"
"HMGCR","hsa-mir-224","atorvastatin"
"HMGCR","hsa-mir-224","pravastatin"
"HMGCR","hsa-mir-224","clozapine"
"HMGCR","hsa-mir-224","lovastatin"
"HMGCR","hsa-mir-224","haloperidol"
"HSP90AA1","hsa-mir-4787","flunisolide"
"HSP90AA1","hsa-mir-4787","tetrahydrobiopterin"
"HSP90AA1","hsa-mir-4787","dexamethasone"
"HSP90AA1","hsa-mir-4787","methylprednisolone"
"HSP90AA1","hsa-mir-4787","hydrocortisone"
"HSP90AA1","hsa-mir-4787","beclomethasone"
"HSP90AA1","hsa-mir-4787","triamcinolone"
"HSP90AA1","hsa-mir-4787","busulfan"
"HSP90AA1","hsa-mir-4787","desonide"
"HSP90AA1","hsa-mir-4787","prednisone"
"HSP90AA1","hsa-mir-4787","budesonide"
"HSP90AA1","hsa-mir-4787","glucose"
"HSP90AA1","hsa-mir-4787","prednisolone"
"HSP90AA1","hsa-mir-5004","flunisolide"
