"Gene","miRNA","Drug"
"ABCB1","hsa-mir-181d","hydrocortisone"
"ABCB1","hsa-mir-181d","nelfinavir"
"ABCB1","hsa-mir-181d","lansoprazole"
"ABCB1","hsa-mir-181d","oxycodone"
"ABCB1","hsa-mir-181d","cisplatin"
"ABCB1","hsa-mir-181d","idarubicin"
"ABCB1","hsa-mir-181d","gemcitabine"
"ABCB1","hsa-mir-181d","prazosin"
"ABCB1","hsa-mir-181d","codeine"
"ABCB1","hsa-mir-181d","gemfibrozil"
"ABCB1","hsa-mir-181d","pantoprazole"
"ABCB1","hsa-mir-181d","digoxin"
"ABCB1","hsa-mir-181d","amiodarone"
"ABCB1","hsa-mir-181d","ondansetron"
"ABCB1","hsa-mir-181d","melphalan"
"ABCB1","hsa-mir-181d","nortriptyline"
"ABCB1","hsa-mir-181d","irinotecan"
"ABCB1","hsa-mir-181d","amprenavir"
"ABCB1","hsa-mir-181d","bromocriptine"
"ABCB1","hsa-mir-181d","metformin"
"ABCB1","hsa-mir-181d","mefloquine"
"ABCB1","hsa-mir-181d","citalopram"
"ABCB1","hsa-mir-181d","phenytoin"
"ABCB1","hsa-mir-181d","etoposide"
"ABCB1","hsa-mir-181d","prednisone"
"ABCB1","hsa-mir-181d","doxorubicin"
"ABCB1","hsa-mir-181d","felodipine"
"ABCB1","hsa-mir-181d","omeprazole"
"ABCB1","hsa-mir-181d","clotrimazole"
"ABCB1","hsa-mir-181d","pravastatin"
"ABCB1","hsa-mir-181d","clopidogrel"
"ABCB1","hsa-mir-181d","efavirenz"
"ABCB1","hsa-mir-181d","domperidone"
"ABCB1","hsa-mir-181d","fentanyl"
"ABCB1","hsa-mir-181d","granisetron"
"ABCB1","hsa-mir-181d","erythromycin"
"ABCB1","hsa-mir-181d","carvedilol"
"ABCB1","hsa-mir-181d","propranolol"
"ABCB1","hsa-mir-181d","cyclophosphamide"
"ABCB1","hsa-mir-181d","mitomycin"
"ABCB1","hsa-mir-181d","tacrolimus"
"ABCB1","hsa-mir-181d","imatinib"
"ABCB1","hsa-mir-181d","dexamethasone"
"ABCB1","hsa-mir-181d","tetrabenazine"
"ABCB1","hsa-mir-181d","testosterone"
"ABCB1","hsa-mir-181d","oseltamivir"
"ABCB7","hsa-mir-548d-2","carbamazepine"
"ACACA","hsa-mir-6892","pioglitazone"
"ACHE","hsa-mir-101-1","galantamine"
"ACHE","hsa-mir-101-1","acetylcholine"
"ACHE","hsa-mir-101-2","galantamine"
"ACHE","hsa-mir-101-2","acetylcholine"
"ACP2","hsa-mir-181b-1","methotrexate"
"ACTA1","hsa-mir-130a","tacrolimus"
"ADCY1","hsa-mir-4793","glucose"
"ADCY1","hsa-mir-4793","dopamine"
"ADCY1","hsa-mir-4793","salmeterol"
"ADCY1","hsa-mir-4793","progesterone"
"ADCY3","hsa-let-7b","salmeterol"
"ADCY9","hsa-mir-1306","isoproterenol"
"ADCY9","hsa-mir-1306","salmeterol"
"ADIPOR1","hsa-mir-378a","pioglitazone"
"ADIPOR1","hsa-mir-3130-2","pioglitazone"
"ADM","hsa-mir-149","paroxetine"
"ADM","hsa-mir-149","fluoxetine"
"ADM","hsa-mir-149","citalopram"
"ADORA2A","hsa-mir-4523","methotrexate"
"ADORA2A","hsa-mir-4523","theophylline"
"ADORA2A","hsa-mir-4523","adenosine"
"ADORA2A","hsa-mir-4523","caffeine"
"ADRA1D","hsa-mir-374c","methotrexate"
"AGTR1","hsa-mir-3936","captopril"
"AGTR1","hsa-mir-3936","pravastatin"
"AGTR1","hsa-mir-3936","losartan"
"AGTR1","hsa-mir-3936","fosinopril"
"AGTR1","hsa-mir-3936","norepinephrine"
"AGTR1","hsa-mir-3936","atenolol"
"AGTR1","hsa-mir-3678","captopril"
"AGTR1","hsa-mir-3678","pravastatin"
"AGTR1","hsa-mir-3678","losartan"
"AGTR1","hsa-mir-3678","fosinopril"
"AGTR1","hsa-mir-3678","norepinephrine"
"AGTR1","hsa-mir-3678","atenolol"
"AGTR1","hsa-mir-548b","captopril"
"AGTR1","hsa-mir-548b","pravastatin"
"AGTR1","hsa-mir-548b","losartan"
"AGTR1","hsa-mir-548b","fosinopril"
"AGTR1","hsa-mir-548b","norepinephrine"
"AGTR1","hsa-mir-548b","atenolol"
"AHR","hsa-mir-7854","omeprazole"
"AICDA","hsa-mir-590","gemcitabine"
"AKAP5","hsa-mir-34c","tacrolimus"
"AKT1","hsa-mir-345","tamoxifen"
"AKT1","hsa-mir-345","triamcinolone"
"AKT1","hsa-mir-345","gemcitabine"
"AKT1","hsa-mir-345","pioglitazone"
"AKT1","hsa-mir-345","beclomethasone"
"AKT1","hsa-mir-345","hydrocortisone"
"AKT1","hsa-mir-345","dexamethasone"
"AKT1","hsa-mir-345","flunisolide"
"AKT1","hsa-mir-345","desonide"
"AKT1","hsa-mir-345","imatinib"
"AKT1","hsa-mir-345","doxorubicin"
"AKT1","hsa-mir-345","prednisone"
"AKT1","hsa-mir-345","celecoxib"
"AKT1","hsa-mir-345","prednisolone"
"AKT1","hsa-mir-345","budesonide"
"AKT1","hsa-mir-345","methylprednisolone"
"AKT1","hsa-mir-345","cisplatin"
"AKT1","hsa-mir-345","glucose"
"AKT1","hsa-mir-345","tacrolimus"
"AKT1","hsa-mir-345","tetrahydrobiopterin"
"AKT3","hsa-mir-29a","docetaxel"
"AMPD2","hsa-mir-423","adenosine"
"AMPD2","hsa-mir-7854","adenosine"
"AMPD2","hsa-mir-197","adenosine"
"ANXA1","hsa-mir-580","budesonide"
"ANXA1","hsa-mir-580","prednisone"
"ANXA1","hsa-mir-580","flunisolide"
"ANXA1","hsa-mir-580","hydrocortisone"
"ANXA1","hsa-mir-580","methylprednisolone"
"ANXA1","hsa-mir-580","prednisolone"
"ANXA1","hsa-mir-580","dexamethasone"
"ANXA1","hsa-mir-580","beclomethasone"
"ANXA1","hsa-mir-580","desonide"
"ANXA1","hsa-mir-580","triamcinolone"
"AP2B1","hsa-mir-34a","methotrexate"
"APP","hsa-mir-9-3","epinephrine"
"APP","hsa-mir-9-3","methotrexate"
"APP","hsa-mir-6824","epinephrine"
"APP","hsa-mir-6824","methotrexate"
"ARF4","hsa-mir-191","methotrexate"
"ARG1","hsa-mir-135b","budesonide"
"ARG1","hsa-mir-135b","salbutamol"
"ARHGAP5","hsa-mir-550a-3","methotrexate"
"ARID1A","hsa-mir-200c","triamcinolone"
"ARID1A","hsa-mir-200c","prednisone"
"ARID1A","hsa-mir-200c","beclomethasone"
"ARID1A","hsa-mir-200c","desonide"
"ARID1A","hsa-mir-200c","dexamethasone"
"ARID1A","hsa-mir-200c","hydrocortisone"
"ARID1A","hsa-mir-200c","prednisolone"
"ARID1A","hsa-mir-200c","budesonide"
"ARID1A","hsa-mir-200c","flunisolide"
"ARID1A","hsa-mir-200c","methylprednisolone"
"ARID1A","hsa-mir-99b","triamcinolone"
"ARID1A","hsa-mir-99b","prednisone"
"ARID1A","hsa-mir-99b","beclomethasone"
"ARID1A","hsa-mir-99b","desonide"
"ARID1A","hsa-mir-99b","dexamethasone"
"ARID1A","hsa-mir-99b","hydrocortisone"
"ARID1A","hsa-mir-99b","prednisolone"
"ARID1A","hsa-mir-99b","budesonide"
"ARID1A","hsa-mir-99b","flunisolide"
"ARID1A","hsa-mir-99b","methylprednisolone"
"ARRB2","hsa-mir-1537","isoproterenol"
"ARRB2","hsa-mir-1537","methadone"
"ATP1A1","hsa-mir-651","digoxin"
"BAAT","hsa-mir-135b","glycine"
"BAAT","hsa-mir-4793","glycine"
"BAK1","hsa-mir-215","doxorubicin"
"BAK1","hsa-mir-215","celecoxib"
"BAK1","hsa-mir-215","paclitaxel"
"BAK1","hsa-mir-215","cisplatin"
"BAK1","hsa-mir-1914","doxorubicin"
"BAK1","hsa-mir-1914","celecoxib"
"BAK1","hsa-mir-1914","paclitaxel"
"BAK1","hsa-mir-1914","cisplatin"
"BAX","hsa-mir-34a","cisplatin"
"BAX","hsa-mir-34a","gemcitabine"
"BAX","hsa-mir-34a","tacrolimus"
"BAX","hsa-mir-34a","methotrexate"
"BCL2","hsa-mir-3620","topotecan"
"BCL2","hsa-mir-3620","etoposide"
"BCL2","hsa-mir-3620","cyclophosphamide"
"BCL2","hsa-mir-3620","gemcitabine"
"BCL2","hsa-mir-3620","tacrolimus"
"BCL2","hsa-mir-3620","busulfan"
"BCL2","hsa-mir-3620","cisplatin"
"BCL2","hsa-mir-3620","doxorubicin"
"BCL2","hsa-mir-3620","docetaxel"
"BCL2","hsa-mir-3620","tamoxifen"
"BCL2","hsa-mir-3620","fludarabine"
"BCL2","hsa-mir-3620","vincristine"
"BCL2","hsa-mir-3620","mitomycin"
"BCL2","hsa-mir-3620","paclitaxel"
"BCL2","hsa-mir-3620","imatinib"
"BCL2","hsa-mir-3620","cytarabine"
"BCL2L1","hsa-mir-29b-1","busulfan"
"BCL2L1","hsa-mir-29b-1","docetaxel"
"BCL2L1","hsa-mir-29b-1","tacrolimus"
"BCL2L1","hsa-mir-29b-1","azathioprine"
"BCL2L1","hsa-mir-29b-1","gemcitabine"
"BCL2L1","hsa-mir-29b-1","cisplatin"
"BCL2L1","hsa-mir-6728","busulfan"
"BCL2L1","hsa-mir-6728","docetaxel"
"BCL2L1","hsa-mir-6728","tacrolimus"
"BCL2L1","hsa-mir-6728","azathioprine"
"BCL2L1","hsa-mir-6728","gemcitabine"
"BCL2L1","hsa-mir-6728","cisplatin"
"BCL2L1","hsa-mir-4435-1","busulfan"
"BCL2L1","hsa-mir-4435-1","docetaxel"
"BCL2L1","hsa-mir-4435-1","tacrolimus"
"BCL2L1","hsa-mir-4435-1","azathioprine"
"BCL2L1","hsa-mir-4435-1","gemcitabine"
"BCL2L1","hsa-mir-4435-1","cisplatin"
"BCL2L1","hsa-mir-29b-2","busulfan"
"BCL2L1","hsa-mir-29b-2","docetaxel"
"BCL2L1","hsa-mir-29b-2","tacrolimus"
"BCL2L1","hsa-mir-29b-2","azathioprine"
"BCL2L1","hsa-mir-29b-2","gemcitabine"
"BCL2L1","hsa-mir-29b-2","cisplatin"
"BECN1","hsa-mir-423","cisplatin"
"BEST3","hsa-mir-4741","salbutamol"
"BID","hsa-mir-1306","cisplatin"
"BMF","hsa-let-7g","paclitaxel"
"BMI1","hsa-mir-191","methotrexate"
"BMI1","hsa-mir-191","doxorubicin"
"BMI1","hsa-mir-191","cisplatin"
"BRCA1","hsa-mir-125b-2","tamoxifen"
"BRCA1","hsa-mir-125b-2","mifepristone"
"BRCA1","hsa-mir-96","tamoxifen"
"BRCA1","hsa-mir-96","mifepristone"
"BRCA1","hsa-mir-6741","tamoxifen"
"BRCA1","hsa-mir-6741","mifepristone"
"C8B","hsa-mir-4793","magnesium"
"CABIN1","hsa-mir-1306","tacrolimus"
"CABIN1","hsa-mir-3620","tacrolimus"
"CALM3","hsa-mir-454","tacrolimus"
"CALM3","hsa-mir-454","tetrahydrobiopterin"
"CALM3","hsa-mir-454","glucose"
"CALM3","hsa-mir-4793","tacrolimus"
"CALM3","hsa-mir-4793","tetrahydrobiopterin"
"CALM3","hsa-mir-4793","glucose"
"CASP10","hsa-mir-191","ibuprofen"
"CASP6","hsa-mir-576","celecoxib"
"CASP7","hsa-mir-1266","ibuprofen"
"CAV3","hsa-mir-4782","amiodarone"
"CAV3","hsa-mir-4782","chloroquine"
"CAV3","hsa-mir-4782","erythromycin"
"CAV3","hsa-mir-4782","sparfloxacin"
"CAV3","hsa-mir-4782","thioridazine"
"CAV3","hsa-mir-4782","methadone"
"CAV3","hsa-mir-4782","quinidine"
"CAV3","hsa-mir-4782","bepridil"
"CAV3","hsa-mir-4782","disopyramide"
"CAV3","hsa-mir-4782","haloperidol"
"CAV3","hsa-mir-4782","pimozide"
"CAV3","hsa-mir-4782","chlorpromazine"
"CAV3","hsa-mir-4782","domperidone"
"CAV3","hsa-mir-4782","droperidol"
"CAV3","hsa-mir-4782","sotalol"
"CAV3","hsa-mir-4782","procainamide"
"CCL2","hsa-mir-4658","prednisolone"
"CCNA2","hsa-mir-324","celecoxib"
"CCNA2","hsa-mir-96","celecoxib"
"CCNA2","hsa-mir-25","celecoxib"
"CCNB1","hsa-mir-25","letrozole"
"CCNB1","hsa-mir-25","estrone"
"CCNB1","hsa-mir-25","estradiol"
"CCNB1","hsa-mir-25","celecoxib"
"CCNB1","hsa-mir-25","progesterone"
"CCNB1","hsa-mir-6762","letrozole"
"CCNB1","hsa-mir-6762","estrone"
"CCNB1","hsa-mir-6762","estradiol"
"CCNB1","hsa-mir-6762","celecoxib"
"CCNB1","hsa-mir-6762","progesterone"
"CCNE1","hsa-mir-3936","ibuprofen"
"CCNE1","hsa-mir-4723","ibuprofen"
"CCNE1","hsa-mir-378a","ibuprofen"
"CCNE1","hsa-mir-98","ibuprofen"
"CD3G","hsa-mir-92b","tacrolimus"
"CD40LG","hsa-mir-150","tacrolimus"
"CDC25C","hsa-mir-4666a","progesterone"
"CDC25C","hsa-mir-4666a","ibuprofen"
"CDC34","hsa-let-7a-3","lamivudine"
"CDC34","hsa-let-7a-1","lamivudine"
"CDC34","hsa-let-7a-2","lamivudine"
"CDC34","hsa-mir-6844","lamivudine"
"CDC34","hsa-mir-3936","lamivudine"
"CDH1","hsa-mir-328","estradiol"
"CDH1","hsa-mir-328","estrone"
"CDH1","hsa-mir-326","estradiol"
